"字段1","字段4","字段5"
"双枝水肃草","8","一开始感觉真不错 昨天一开电视看到一男一女车内戏以为调错台了 太粗制滥造了点  真没宣传的那么好"
"王晓亮","2","-1分因为男主角不咋地"
"仓太","8","没吹的那么邪乎，就是一主旋律。"
"壳君","22","看了两集 真尼玛鬼 这鸡巴9.0？？？没看过电视剧啊？？"
"pimipimi","2","反正我是被前两集震撼了"
"fang","8","弃了，台词听着感觉像是在上党课，受不了"
"老苞米","17","符号化的表演，标签式的人物，一个字，假！纵使以大尺度自我标榜，也掩盖不了艺术水平上是一坨翔的事实。不如去看大雪无痕。"
"兰荻","2","官腔连连，不过也值得一看"
"Loo.W","4","题材鼓励，拖沓的剧情剪辑减分"
"?","5","很棒，这部剧里出现的每个角色都不多余，每个面孔每种心理就能在每个人身边找到。但剪辑真是硬，跟电视看看的好好的老被人换台似得难受。"
"法拉利 F50","0","相比《斯隆小姐》《总统杀局》等片 此片就是垃圾 一群跟风的傻逼 智商只能看懂这个电视剧而已 我来平衡一下分数"
"maverick","6","不说有多好，但是在近几年充斥婆媳关系，谍照抗日，宫斗穿越，玄幻仙侠类电视的气氛下，有这么一部反应当代现实的正剧，已经值得打满分了！一年真看不了几部电视剧……实在不喜欢现在浮夸的流量明星和他们的演技！"
"番茄都是西红柿","16","台词实力还原 国家场面 党和人民是超高频词汇 看了几分钟 弃"
"皮皮","4","立场没问题，制作也不错，但总感觉陆毅流里流气的，一副军统特务嘴脸"
"Qfifi","4","不错"
"阿呆同学","17","没有鲜肉，都是演技派！近段时间不会剧荒了！"
"小丁夫人","7","一口气刷到第四集，还没出场的两位boss。一、汉大帮阻击赵家帮。汉大顾名思义是汉东大学政法系，赵家帮目前出现的人是李达康，但他可不姓赵。二、吴大法官。陆处长的娘，高书记的姨姐。"
"鱼马相及","1","不能给太高分，因为毕竟是个教育片。人民把希望寄托在雷锋与清官身上，那说明还没觉醒。"
"记号","5","不看也要打五分！为了鼓励中国电视行业可以多揭露黑暗！以人民的名义！"
"mark","12","最大的亮点不是剧情，而且居然可以播出了"
"猴子札礼","2","前来学习，诸老演员活儿都很硬，戏整体来看仍然是一“片儿汤”抓马，如此文艺至少社会影响上是正面的。高“间离”书记的学院派精致分析，李“能人”书记的政绩小马达都有些份量。"
"八卦斗鸡眼","1","一部优点很明显，缺点也很明显的剧，老戏骨们的演技还是可以一看的"
"gesang格","6","从小就喜欢男二的我从陈海喜欢到赵东来"
"Benedictday","1","妈呀，感觉我已经很久没有这么认真的看一部剧了。话说，各位领导的说话方式真的很贴近现实诶………那些评价“官方”“拖拉”“不接地气”的人是认真的吗？【陆毅演技真的一言难尽，想少打一星，我忍"
"迷菇。","5","老戏骨场面撑住 原著已经看完 就觉得拍的实在是拖沓"
"日立","4","想知道反贪局怎么能不变成琅琊榜里的悬镜司"
"浅度","4","虽然陆毅的演技在里面比的寒碜，但幸亏有他才愿意看。好看爆了！"
"Darkness","9","这五十多集变成十二集还能给个四星。国产电视剧的通病一览无遗。节奏拖沓，台词矫揉造作。明明能简明扼要交代事件和人物性格的，非tm说几句废话。第一集节奏居然都慢的可以快进，后面几十集什么尿性不言而喻了。看在题材和剧情的份上给个三星"
"女王佳","14","我就想问 那些文替武替数字台词的鲜肉们……你们会看这剧嘛？你们拿着天价报酬良心不会痛嘛？"
"国安局特派逗逼","6","只看第一集会给5星，以为是官斗剧，看第五集，还是会给5星，反腐剧就反腐剧吧，好歹演技上线，看到今天越来越拖沓……这他妈要拍成生活剧？？？导演想表达的东西太多了，反而一团乱麻。节奏慢可以接受，言之无物就不行了，100分钟拍不出一个高潮。去掉那些有的没的，10集周播说不定会更好。"
"安文生","8","太贬低公安，抬高检察反贪了。公安系统的人在剧中过于猥琐了。一个公安厅长局长，至于那么卑躬屈膝么。估计公安得罪过这个作家。"
"司大龄","1","大义觉迷录"
"nantianqiao","12","就第一集好看，后面情节推进太慢。而且剧情设置非常小儿科。比中国官场，简单太多了陆毅演技很差。就是吴刚勉强可以，竟然没有人吐槽里面各种官员彼此之间的亲缘关系吗？公检法都成了一家人，难道不需要回避吗？这难道就是中国的司法体制？"
"Heloise","5","为了跟我妈有共同话题，维护家庭和谐。简称维和片。"
"韦光鹏","6","好不好看也要大五星"
"虎牙","0","2017年4月，掀开真实的一角，开创一个时代的潮流，打开审核的篱笆，期待更多佳作。公开、公平、公证，真是堵不如疏。不要视为洪水猛兽。看十九大王书记的筛查wy。　"
"胡来","2","好多年没看这种正剧，好看，就是更新好慢"
"立裏","9","飚戏了！（陆毅有点突兀）"
"超绝可爱杨冰怡","31","上头出品的，质量还不错"
"幻安merry","5","有实力挣钱的没实力花，有实力花的没实力争。陆毅演技有点捉急。"
"没办法小姐","17","打一分的安的什么心！果断给五星平衡"
"321321a","2","说玷污警察的，真别太玻璃心，那以后谁也别骂抗日神剧了。不指名道姓，有的人就是因为丑恶面目被揭露，才恼羞成怒。"
"左耳之林","0","越往后剧情越拖沓，尤其是黄毛父子，台词剧情完全就是毫无意义的，和主线没任何关联。而且剧情推进太缓慢了，常常一个对话场景能演一集，镜头切换太频繁，说一半，切一半，让观众看的很累，看的云里雾里。这样下去，开头两集侯勇演技推上去的评分早晚被败光！"
"花小蕊","2","剧情不错，希望不要被剪完了。出了陆毅跟柯蓝，其他演员都很棒。"
"楚小白","9","支持多拍一些这样接地气的揭露现实的剧。表白剧里的一众老戏骨，看你们彪戏太过瘾了"
"Miss Panda","4","很赞！"
"城南屠狗客","0","俺也是小粉红"
"慕灵珊'","8","1、题材值得鼓励，单独作为一部剧看，它显然拍得不如同类型的韩国影视作品。2、虽有老戏骨加持，但愈发衬得青年演员的演技之拙劣，演的痕迹太重了。3、旁白听得尴尬症都犯了，你以为披着反腐的外衣，就可以从矮挫穷变身高富帅吗？不过是国产剧很少出这种大尺度题材，观众看得新鲜罢了"
"athos","0","剧是个好剧，但热搜买的太多，引起吃瓜群众反感。特地来打个3星。"
"黑不拉多","0","尺度有进步，不过仍旧是隔靴搔痒，不说三权分立，至少司法独立也好嘛。"
"Valeria✿","6","一水耀眼的卡司里挑了個菜雞做主演，套路似曾相識。"
"蓝飏","10","自从看了贪官的纪录片，又看了这部剧，简直了……公知们快来看看啊"
"橘子粥头_豆瓣","7","讲真，上次看的完整的电视剧还是N年前的亮剑！一天，追了十集这剧，尺度真大，题材，演技，没得说，国产政治剧史无前例的精彩。"
"wanderfish","9","剧中很多台词非常辛辣、直接，就很值得点赞。至少，敢说真话了"
"栗子侠","3","达康的双眼皮我来守护！"
"萧瑟","3","正剧、精品剧、良心剧，唯有此剧当之无愧！"
"douon","15","啰里啰嗦的真看不下去"
"后仰跳楼","8","醍醐灌顶"
"查理叔叔","1","还没有看，大约不会看。"
"gezi","3","陆毅演技不是差，而是根本就被比下去了。陆毅的演技不是低分党给差评的理由"
"叮当馒","8","看到第十集实在看不下去了，感觉导演编剧用力过度把演员都浪费了。就陆亦可这三商下线的劲儿，陈海能看上他一定是车祸后遗症脑子有包啊…想玩双主线并进也得搭的上啊，没人觉得是硬噶么，尴尬癌都要犯了啊…那个黄毛是什么鬼，那是贴近年轻人么，是丑化年轻人吧。三星给老戏骨们使本剧勉强还能看得下去"
"小粉红克星","10","不多说了，本来的一部6分的剧，小粉红们硬要说9分就过分了，给一星吧，后面的剧情越看越扯淡。"
"刘健一","3","场景切换太乱 台词有些水 年轻演员也稍微显差 bug还挺多的 但不失为好剧"
"道是无晴","3","二流上层的败坏引起了一流的恐惧，于是一流就想收拾一下手下们。用权力去遏制权力是马主义者最大的悖论，马曾经说过是要分权的。他曾预见性的说过，他不是马主义者。"
"波罗僧","9","（呵呵，我就是那个输在起跑线上的人。）陆毅这个人设太假，演技为0，陆亦可演的太不接地气，总是一副洋洋得意的样子，是洋洋得意，优越感，趾高气昂，不是简单的自信。"
"Radiocore","21","不就是个一般的剧，至于捧上天？屎吃多了偶尔吃顿狗粮都觉得香，感动得泪流满面。骨子里的奴性。就想问问光腚总局为什么对这剧不审查？看来央妈亲自打过招呼一路绿灯哦。那对民间的自由创作为什么要双标？阉割别人，成全自己。真恶芯。（又被删评论了哦，科科）"
"Sisynaja","0","台词真的太讲究！可惜剪辑的功力欠佳，另外建议删掉黄毛和他女朋友的戏份，这部剧过审的信号意义大于片子本身"
"老韩","1","四星水平，多一星给突破，鼓励一下"
"觉非","8","还不错的国产剧，开头侯勇的表演真的扎心了，老戏骨整体都很好，但台词太正了，陆毅两口子在一起聊天都得背党章，觉悟太高！毛毛虫，林华华浮夸太呱噪，忍不住快进。总体还不错，但也有瑕疵"
"K.Z","22","剧情真的太拖沓。"
"孤僻的关耳君","9","全剧卖点只在涉及贪腐的阶层之高除此，剪辑一塌糊涂，演员表演也因无法还原国家级官员的姿态而总显得别扭。恰如葛优所说，演小人物他可以观察接触模仿，但是演宰相、大官，他看不见摸不着更学不了，自然无法演得好。戏骨已经尽力，但人物表演依然差劲。"
"多多里","7","好看的电视剧当然推崇一下，节奏紧张、全员演技（陆先生尽力了）上线，不过怎么我看一些一星评价，怎么那么生气？一个电视剧8分以上你为啥要气的要死哦，不懂你们反骨仔"
"八卦人士","4","很精彩啊"
"纯良痴汉","0","屁民的名义！"
"ThinkDifferent","8","为陆毅的演技减一星，全程尴尬"
"gumi天使prpr","3","前两集好看，后面比较水"
"洛水之渊","1","这剧优缺点明显能拍成就不容易了，难得废寝忘食的半夜追"
"林小风","8","剧情很好看，不过实在是有点拖沓，还有动不动的人物内心独白，感觉是对演员演技和观众智商的嘲讽呢。。。还有时不时尴尬的正能量配乐，还是能瞄出国产剧的端倪。。拍成15集会是一部佳作"
